374,postgres,macaddr8,bigquery,string
375,postgres,text,bigquery,string
376,postgres,varchar,bigquery,string
377,postgres,mpaa_rating,bigquery,string
378,postgres,bpchar,bigquery,string
379,postgres,date,bigquery,date
380,postgres,double precision,bigquery,float64
381,postgres,money,bigquery,float64
382,postgres,real,bigquery,float64
383,postgres,json,bigquery,json
384,postgres,interval,bigquery,timestamp
385,postgres,timestamp,bigquery,timestamp
386,postgres,timestampTZ,bigquery,timestamp
387,postgres,timeTZ,bigquery,time
388,postgres,time,bigquery,time
389,postgres,numeric,bigquery,numeric
390,postgres,_text,bigquery,array
391,postgres,timestamp,snowflake,timestamp
392,postgres,timestamptz,snowflake,timestamp
393,postgres,int2,snowflake,smallint
394,postgres,smallserial,snowflake,smallint
395,postgres,bool,snowflake,boolean
396,postgres,date,snowflake,date
397,postgres,time,snowflake,time
398,postgres,timetz,snowflake,time
399,postgres,uuid,snowflake,string
400,postgres,bpchar,snowflake,char
401,postgres,char,snowflake,char
402,postgres,bit,snowflake,binary
403,postgres,varbit,snowflake,varbinary
404,postgres,bytea,snowflake,varbinary
405,postgres,float4,snowflake,float4
406,postgres,float8,snowflake,float8
407,postgres,macaddr,snowflake,text
408,postgres,macaddr8,snowflake,text
409,postgres,cidr,snowflake,text
410,postgres,text,snowflake,text
411,postgres,bigserial,snowflake,bigint
412,postgres,int8,snowflake,bigint
413,postgres,numeric,snowflake,numeric
414,postgres,money,snowflake,numeric
415,postgres,varchar,snowflake,varchar
416,postgres,json,snowflake,variant
417,postgres,jsonb,snowflake,variant
418,postgres,xml,snowflake,variant
419,postgres,int4,snowflake,integer
420,postgres,serial,snowflake,integer
421,postgres,box,snowflake,geography
422,postgres,circle,snowflake,geography
423,postgres,line,snowflake,geography
424,postgres,lseg,snowflake,geography
425,postgres,path,snowflake,geography
426,postgres,point,snowflake,geography
427,postgres,polygon,snowflake,geography
428,postgres,_text,snowflake,array
429,postgres,_bool,snowflake,array
430,postgres,_bit,snowflake,array
431,postgres,_box,snowflake,array
432,postgres,_bpchar,snowflake,array
433,postgres,_bytea,snowflake,array
434,postgres,_char,snowflake,array
435,postgres,_cidr,snowflake,array
436,postgres,_circle,snowflake,array
437,postgres,_date,snowflake,array
438,postgres,_float4,snowflake,array
439,postgres,_float8,snowflake,array
440,postgres,_int2,snowflake,array
441,postgres,_int4,snowflake,array
442,postgres,_int8,snowflake,array
443,postgres,_interval,snowflake,array
444,postgres,_json,snowflake,array
445,postgres,_jsonb,snowflake,array
446,postgres,_line,snowflake,array
447,postgres,_lseg,snowflake,array
448,postgres,_macaddr,snowflake,array
449,postgres,_macaddr8,snowflake,array
450,postgres,_money,snowflake,array
451,postgres,_numeric,snowflake,array
452,postgres,_pg_lsn,snowflake,array
453,postgres,_point,snowflake,array
454,postgres,_polygon,snowflake,array
455,postgres,_time,snowflake,array
456,postgres,_uuid,snowflake,array
457,postgres,_varbit,snowflake,array
458,postgres,_varchar,snowflake,array
459,postgres,_xml,snowflake,array
460,postgres,_timestamp,snowflake,array
461,postgres,_path,snowflake,array
462,postgres,_tsquery,snowflake,array
463,postgres,_tsvector,snowflake,array
464,postgres,_txid_snapshot,snowflake,array
465,snowflake,NUMBER,kinetica,BIGNUMERIC
466,snowflake,DECIMAL,kinetica,decimal
467,snowflake,DOUBLE,kinetica,decimal
468,snowflake,DOUBLE PRECISION,kinetica,decimal
469,snowflake,REAL,kinetica,decimal
470,snowflake,NUMERIC,kinetica,NUMERIC
471,snowflake,INT,kinetica,int
472,snowflake,INTEGER,kinetica,int
473,snowflake,BIGINT,kinetica,int
474,snowflake,SMALLINT,kinetica,int
475,snowflake,TINYINT,kinetica,int
476,snowflake,BYTEINT,kinetica,int
477,snowflake,FLOAT,kinetica,float
478,snowflake,FLOAT4,kinetica,float
479,snowflake,FLOAT8,kinetica,float
480,snowflake,VARCHAR,kinetica,string
481,snowflake,CHAR,kinetica,string
482,snowflake,CHARACTER,kinetica,string
483,snowflake,STRING,kinetica,string
484,snowflake,TEXT,kinetica,string
485,snowflake,BOOL,kinetica,string
486,snowflake,BOOLEAN,kinetica,string
487,snowflake,BINARY,kinetica,bytes
488,snowflake,VARBINARY,kinetica,bytes
489,snowflake,DATE,kinetica,date
490,snowflake,DATETIME,kinetica,datetime
491,snowflake,TIME,kinetica,time
492,snowflake,TIMESTAMP,kinetica,timestamp
493,snowflake,TIMESTAMPLTZ,kinetica,timestamp
494,snowflake,TIMESTAMPNTZ,kinetica,timestamp
495,snowflake,TIMESTAMPTZ,kinetica,timestamp
496,snowflake,numeric,mysql,numeric
497,snowflake,number,mysql,numeric
498,snowflake,decimal,mysql,decimal
499,snowflake,int,mysql,int
500,snowflake,integer,mysql,integer
501,snowflake,bigint,mysql,bigint
502,snowflake,smallint,mysql,smallint
503,snowflake,tinyint,mysql,tinyint
504,snowflake,byteint,mysql,tinyint
505,snowflake,float,mysql,float
506,snowflake,double,mysql,double
507,snowflake,double precision,mysql,double precision
508,snowflake,real,mysql,real
509,snowflake,varchar,mysql,varchar
510,snowflake,char,mysql,char
511,snowflake,character,mysql,char
512,snowflake,text,mysql,string
513,snowflake,text,mysql,text
514,snowflake,binary,mysql,binary
515,snowflake,varbinary,mysql,varbinary
516,snowflake,boolean,mysql,bool
517,snowflake,date,mysql,date
518,snowflake,datetime,mysql,datetime
519,snowflake,time,mysql,time
520,snowflake,timestamp,mysql,timestamp
521,snowflake,timestampLTZ,mysql,timestamp
522,snowflake,timestampNTZ,mysql,timestamp
523,snowflake,timestampTZ,mysql,timestamp
524,snowflake,variant,mysql,json
525,snowflake,object,mysql,json
526,snowflake,array,mysql,json
527,snowflake,NUMBER,bigquery,BIGNUMERIC
528,snowflake,DECIMAL,bigquery,DECIMAL
529,snowflake,DOUBLE,bigquery,DECIMAL
530,snowflake,DOUBLE PRECISION,bigquery,DECIMAL
531,snowflake,REAL,bigquery,DECIMAL
532,snowflake,NUMERIC,bigquery,NUMERIC
533,snowflake,INT,bigquery,INT
534,snowflake,INTEGER,bigquery,INTEGER
535,snowflake,BIGINT,bigquery,BIGINT
536,snowflake,SMALLINT,bigquery,SMALLINT
537,snowflake,TINYINT,bigquery,TINYINT
538,snowflake,BYTEINT,bigquery,BYTEINT
539,snowflake,FLOAT,bigquery,FLOAT64
540,snowflake,FLOAT4,bigquery,FLOAT64
541,snowflake,FLOAT8,bigquery,FLOAT64
542,snowflake,VARCHAR,bigquery,STRING
543,snowflake,CHAR,bigquery,STRING
544,snowflake,CHARACTER,bigquery,STRING
545,snowflake,STRING,bigquery,STRING
546,snowflake,TEXT,bigquery,STRING
547,snowflake,BINARY,bigquery,BYTES
548,snowflake,VARBINARY,bigquery,BYTES
549,snowflake,BOOLEAN,bigquery,BOOL
550,snowflake,DATE,bigquery,DATE
551,snowflake,DATETIME,bigquery,DATETIME
552,snowflake,TIME,bigquery,TIME
553,snowflake,TIMESTAMP,bigquery,TIMESTAMP
554,snowflake,TIMESTAMPLTZ,bigquery,TIMESTAMP
555,snowflake,TIMESTAMPNTZ,bigquery,TIMESTAMP
556,snowflake,TIMESTAMPTZ,bigquery,TIMESTAMP
557,snowflake,OBJECT,bigquery,JSON
558,snowflake,VARIANT,bigquery,JSON
559,snowflake,ARRAY,bigquery,ARRAY
560,snowflake,GEOGRAPHY,bigquery,GEOGRAPHY
561,snowflake,number,postgres,numeric
562,snowflake,numeric,postgres,numeric
563,snowflake,decimal,postgres,decimal
564,snowflake,int,postgres,integer
565,snowflake,integer,postgres,integer
566,snowflake,bigint,postgres,bigint
567,snowflake,smallint,postgres,smallint
568,snowflake,tinyint,postgres,smallint
569,snowflake,byteint,postgres,smallint
570,snowflake,float,postgres,real
571,snowflake,float4,postgres,real
572,snowflake,float8,postgres,real
573,snowflake,real,postgres,real
574,snowflake,double precision,postgres,double precision
575,snowflake,double,postgres,double precision
576,snowflake,varchar,postgres,character varying
577,snowflake,character,postgres,character
578,snowflake,char,postgres,character
579,snowflake,string,postgres,text
580,snowflake,text,postgres,text
581,snowflake,binary,postgres,bytea
582,snowflake,varbinary,postgres,bytea
583,snowflake,date,postgres,date
584,snowflake,time,postgres,time
585,snowflake,datetime,postgres,timestamp
586,snowflake,timestamp,postgres,timestamp
587,snowflake,timestampNTZ,postgres,timestamp
588,snowflake,timestampLTZ,postgres,timestampTZ
589,snowflake,timestampTZ,postgres,timestampTZ
590,snowflake,boolean,postgres,boolean
